what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850821247
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328850821346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850837128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850844494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328850846749
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1328850848748
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1328850850919
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328850858594
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1328850859958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328850865093
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328850866099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850867083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850892950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328850903284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850903836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850915039
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328850929023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328850931048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328850932103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850932775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850940850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328850946843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328850952422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850956442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850971762
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1328850971914
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328850984181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328850985211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328851003934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328851014536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328851017955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328851020366
