what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328695266979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328695272244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328695274084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328695275658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328695276421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328695277264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328695277729
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328695277750
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328695279562
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328695280259
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328695305417
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328695306173
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328695312005
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328695338588
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328695343617
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328695347417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328695349513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328695350280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328695382971
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328695383000
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328695383024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328695387165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328696465751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328696470631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697015909
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328697015990
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328697018282
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328697018986
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328697156560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697162293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697326553
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328697326820
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328697328523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697329661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697561232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697569893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697877411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697882865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697895789
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328697895915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697902714
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697959768
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328697959779
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1328697965453
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328697971549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328697974892
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698060150
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328698060191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328698062654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698063240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698066703
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698066749
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328698087312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328698095047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328698096771
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328698100650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698101441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698102126
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698102167
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328698103818
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698104503
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328698109281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328698110849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698111541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698112040
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698112064
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328698113892
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698114572
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328698118583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328698123080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698124036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698124409
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698124431
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328698126115
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698126859
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328698245523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698246996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698247138
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698247764
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328698250992
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328698252025
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1328698252728
executed,command,,,"com.google.gdt.eclipse.suite.launch.ui.webappLaunchShortcut.debug",1328698255536
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698255684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698257036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698258616
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328698258627
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698261611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698293302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698294107
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328698356815
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698363946
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328698367293
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1328698412011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698422415
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698426163
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698448923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698648751
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328698648862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328698657530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698658340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698869791
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328698869811
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328698869832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698874552
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698889118
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1328698889137
opened,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328698889445
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328698889595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328698942537
