what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329807442725
opened,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1329807448319
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1329807448429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329807462098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329807467991
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329807480497
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1329807480841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329807489878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329807491364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329807499431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329807525036
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1329807526939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329807537398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329807581625
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329807585828
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1329807586143
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1329807586235
