what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247423453
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1328247423611
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1328247424758
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1328247428299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247428862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1328247428895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247445337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1328247446939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328247451111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328247470864
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1328247473913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247483638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247524189
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1328247524271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247537376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247540853
error,log,,,"Invalid preference page path: CSS Files",1328247540929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247541292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247543887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328247549740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247552134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247557633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328247579882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328247599961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328247602143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328247602766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328247609382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328247611780
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247612322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247624365
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1328247624524
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328247625851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328247630080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247631078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328247637659
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328247638516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328247640110
