what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1327532599782
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1327532599808
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1327532599952
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1327532600226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532600347
started,bundle,org.eclipse.wst.css.core,1.1.500.v201104191926,"org.eclipse.wst.css.core",1327532603338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532603683
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1327532603992
started,bundle,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.oophm",1327532604016
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1327532604114
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1327532604243
opened,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1327532604375
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1327532604509
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327532614772
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327532614811
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1327532623174
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327532623279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532624831
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1327532626935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532629486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532634449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532644326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532648525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532675191
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327532677537
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1327532682448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532686820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532696947
opened,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1327532707995
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1327532708360
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1327532708663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532710547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532711935
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1327532722061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532722969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532729816
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1327532731543
error,log,,,"Cannot get version of GWT SDK ""GWT"", ensure it is configured properly",1327532735525
error,log,,,"Cannot get version of GWT SDK ""GWT"", ensure it is configured properly",1327532735547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532735748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532738977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532742727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532753454
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1327532755939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532757132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532758763
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1327532759276
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327532763372
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1327532766556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532770127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327532771689
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327532773248
