what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704349610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328704364664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704365313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704402975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328704430817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704432677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704457593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704465404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704567527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328704583214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328704591783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704592869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704596195
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328704596217
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328704598719
activated,view,com.google.gwt.eclipse.oophm,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.DevModeView",1328704703814
activated,editor,org.eclipse.wb.css,1.2.0.r37x201109270317,"org.eclipse.wb.css.editors.guiEditor",1328704739508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704745190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704757024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704761293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704774171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328704786490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1328704806760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704808821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704811004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704813465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704876323
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328704877634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704879156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704893233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328704894017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328771089793
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1328771092715
started,bundle,com.google.gdt.eclipse.designer.wizards,2.4.2.r37x201110181249,"com.google.gdt.eclipse.designer.wizards",1328771095609
